site,plot,fwd,cwd,fwd_cwd,fwd_cwd_litter,h_ground_cnt,h_not_ground_cnt,h_per_ground,h_ng_tgi,h_ng_vari,h_l1_cnt,h_l1_per,h_l1_mean,h_l1_median,h_l1_std,h_l1_tgi,h_l1_vari,h_l1_skew,h_l1_kurt,h_l2_cnt,h_l2_per,h_l2_mean,h_l2_median,h_l2_std,h_l2_tgi,h_l2_vari,h_l2_skew,h_l2_kurt,h_l3_cnt,h_l3_per,h_l3_mean,h_l3_median,h_l3_std,h_l3_tgi,h_l3_vari,h_l3_skew,h_l3_kurt,h_l4_cnt,h_l4_per,h_l4_mean,h_l4_median,h_l4_std,h_l4_tgi,h_l4_vari,h_l4_skew,h_l4_kurt,h_l5_cnt,h_l5_per,h_l5_mean,h_l5_median,h_l5_std,h_l5_tgi,h_l5_vari,h_l5_skew,h_l5_kurt,h_GC_cnt,h_GC_per,h_GC_mean,h_GC_median,h_GC_std,h_GC_tgi,h_GC_vari,h_GC_skew,h_GC_kurt,h_US_cnt,h_US_per,h_US_mean,h_US_median,h_US_std,h_US_tgi,h_US_vari,h_US_skew,h_US_kurt,h_MS_cnt,h_MS_per,h_MS_mean,h_MS_median,h_MS_std,h_MS_tgi,h_MS_vari,h_MS_skew,h_MS_kurt,h_OS_cnt,h_OS_per,h_OS_mean,h_OS_median,h_OS_std,h_OS_tgi,h_OS_vari,h_OS_skew,h_OS_kurt,h_zmax,h_zmean,h_zsd,h_zskew,h_zkurt,h_pzabovezmean,h_pzabove2,h_zq5,h_zq10,h_zq15,h_zq20,h_zq25,h_zq30,h_zq35,h_zq40,h_zq45,h_zq50,h_zq55,h_zq60,h_zq65,h_zq70,h_zq75,h_zq80,h_zq85,h_zq90,h_zq95,h_zpcum1,h_zpcum2,h_zpcum3,h_zpcum4,h_zpcum5,h_zpcum6,h_zpcum7,h_zpcum8,h_zpcum9,per_gap,s_l1_na_per,s_l1_zero_per,s_l1_prop_mn,s_l1_prop_sd,s_l1_prop_sk,s_l1_prop_ku,s_l2_na_per,s_l2_zero_per,s_l2_prop_mn,s_l2_prop_sd,s_l2_prop_sk,s_l2_prop_ku,s_l3_na_per,s_l3_zero_per,s_l3_prop_mn,s_l3_prop_sd,s_l3_prop_sk,s_l3_prop_ku,s_l4_na_per,s_l4_zero_per,s_l4_prop_mn,s_l4_prop_sd,s_l4_prop_sk,s_l4_prop_ku,s_l5_na_per,s_l5_zero_per,s_l5_prop_mn,s_l5_prop_sd,s_l5_prop_sk,s_l5_prop_ku
DLB,18,8.11744745361518,51.14490161097574,59.262349064590914,101.05138896812485,2172068,3738553,36.74855823,0.726117567,44503.11171,145906,3.90273991,0.299592882,0.313,0.131091988,-6.999101662,339687.9805,-0.293163767,-1.007918253,205006,5.483565433,0.736304264,0.731,0.14256627,-2.880031682,204303.0563,0.116071937,-1.148521164,141895,3.795452412,1.237546904,1.23,0.145163855,1.117758377,47689.0439,0.111029864,-1.201413766,130838,3.499696273,1.750213524,1.749,0.143619677,2.656807069,10037.468210000001,0.009893676,-1.188832324,3114849,83.31696782,9.437492783,9.485,4.381634207,1.226473069,21462.11766,0.196339547,-0.626831331,350912,9.386305343,0.554723666,0.564,0.255629467,-4.592703305,260594.8695,-0.148832061,-0.974110058,513965,13.74769864,1.952725119,1.94,0.577949728,2.636534969,16561.2343,0.075982904,-1.179846131,1200752,32.11809489,6.129949363,6.251,1.775124265,2.034331672,20506.58469,-0.118526418,-1.204475494,1672865,44.74632298,12.81441108,12.316,2.691467549,0.3160324,24984.77613,0.846153904,0.54422208,27.734,8.023323544,5.102083677,0.182225369,2.111993452,50.76525597,83.31696782,0.59,1.07,1.758,2.487,3.329,4.31,5.47,6.393,7.272,8.165,8.964,9.771,10.417,11.133,11.945,12.753,13.709,14.835,16.353,21.77548547,35.34507086,50.87394841,69.78905671,85.75343059,95.5864034,99.18956649,99.85791066,99.98114213,35.9085606,29.44483486,69.46591708,32.48751933,50.09182532,0.900348561,-1.188330404,25.7972053,70.08240774,28.72858832,47.96043815,1.101419216,-0.781227929,20.83916084,72.41258741,23.37303846,44.49250556,1.429144543,0.051435938,14.80686695,77.07439199,16.78393777,38.91520051,1.971052863,1.902133798,7.110974804,87.68566575,8.00740502,28.23872333,3.329999032,9.106836774
DLB,19,2.4177185295128494,100.37738838469488,102.79510691420774,135.18599298523898,2229240,1658870,57.33479763,-7.429205556,25417.14593,80824,4.872232303,0.239356825,0.252,0.166661308,-7.471401929,56917.61655,-0.018285472,-1.450839291,85248,5.138919867,0.697257601,0.667,0.140738192,-14.42249216,33312.94404,0.494177426,-0.919676749,54844,3.306105964,1.227271698,1.222,0.140094525,-15.39726184,17385.29534,0.18524526,-1.064808357,39515,2.382043198,1.745203948,1.743,0.144375564,-8.293601568,60616.0915,0.038171439,-1.154089685,1397718,84.25723535,9.331014325,9.398,3.745951982,-6.668897784,22421.45091,0.078572146,-0.548993767,166072,10.01115217,0.474406233,0.509,0.275801974,-11.03953226,44800.87729,-0.129064693,-0.937844934,164668,9.926516243,1.900369137,1.838,0.602229587,-8.82177157,35256.70862,0.195968159,-1.267144015,572138,34.48962245,6.409060166,6.703,1.642316411,-7.854599963,16063.28511,-0.351478525,-0.904180802,755271,45.52924581,12.17920462,11.676,2.238253612,-6.020129163,26072.12775,0.836720736,0.508609098,23.68,7.991694645,4.633628388,-0.060044996,2.136887771,52.24755406,84.25723535,0.506,0.993,1.834,3.006,4.276,5.436,6.362,7.046,7.545,8.342,9.059,9.644,10.33,10.956,11.43,12.06,13.05,13.719,15.263,17.1992488,26.66884983,40.52310168,58.57028444,78.49739589,91.88088156,98.04571124,99.77088897,99.93378154,50.50259448,32.62260128,66.38237385,35.97766169,51.52447586,0.739920754,-1.451784043,24.55026455,71.32275132,27.37962963,47.17269695,1.177049346,-0.607890662,18.04564907,76.17689016,20.33461484,42.13155744,1.652348515,0.743877032,12.84306826,79.90851513,14.60866643,36.67522385,2.208165825,2.898269389,1.867446972,94.90822753,2.183122861,14.90061904,7.072220896,48.18991224
DLB,2,13.038446392947412,358.2086964719404,371.24714286488785,412.6733119484642,1802358,4881283,26.96670871,-1.941754649,52226.43344,217930,4.4646049,0.312954017,0.324,0.119857188,-10.33191408,163436.3381,-0.406535564,-0.703625938,443380,9.083267657,0.75710385,0.762,0.136353474,-11.86583357,165863.7493,-0.061295227,-1.046764995,380077,7.786415989,1.247240128,1.25,0.143441843,-11.68059378,195544.5305,-0.001394989,-1.183223664,308821,6.326635846,1.741608641,1.742,0.139726255,-10.96645379,140017.636,0.050111158,-1.120075055,3531041,72.33837907,5.90116799,5.202,2.651807892,1.659923878,7989.509752,1.219634198,2.10045855,661310,13.54787256,0.610737436,0.649,0.246546105,-11.36034133,165063.8132,-0.379690733,-0.877386338,1078535,22.09531797,1.818677253,1.748,0.545574845,-8.33263964,118933.7458,0.391459324,-0.922453584,2674151,54.78377304,5.49574227,5.162,1.39895699,2.488618301,3171.57194,0.470108795,-0.55104018,467253,9.572339895,11.11005595,10.453,1.947527245,0.785795656,19300.42511,1.798100489,3.795279073,21.707,4.558851741,3.14155375,0.837960979,3.853509886,49.57764178,72.33837907,0.538,0.806,1.089,1.41,1.774,2.216,2.884,3.664,4.151,4.525,4.901,5.046,5.264,5.742,6.211,6.997,7.624,8.825,10.398,29.62074453,47.76606311,77.11687667,89.65211356,96.09351953,98.82587404,99.49049915,99.8199231,99.96853264,33.80864647,31.75438596,67.43859649,35.00378596,51.17250781,0.782673784,-1.3868999,25.98452883,70.04219409,28.93102672,48.07465716,1.09033761,-0.805596052,26.58137882,67.19971571,29.69910092,48.36422284,1.054595152,-0.881243721,25.72438163,68.55123675,28.6349894,47.9177158,1.106634147,-0.770799628,9.828509985,87.41073972,10.9230797,32.72063323,2.695688988,5.273075644
DLB,20,8.563729124135346,29.72613365909067,38.28986278322601,59.215680159167434,2217931,1213739,64.63124368,-17.51180332,492356.7575,57468,4.734790593,0.297530904,0.313,0.132683073,-18.6169515,905904.6068,-0.358084081,-0.929510263,92923,7.655929323,0.756154042,0.762,0.14668128,-19.84393594,989938.6964,-0.042113133,-1.26966096,74446,6.133608626,1.240749214,1.238,0.15029792,-21.53094692,472636.8119,0.05639193,-1.285442998,71228,5.86847749,1.746685068,1.741,0.147033933,-23.327809769999998,338046.5906,0.047688811,-1.24855434,917637,75.60414554,7.966462564,5.62,5.719666474,-16.42933342,429668.4816,1.049637788,-0.006813991,150391,12.39071992,0.580903166,0.596,0.263974439,-19.37507582,957827.2598,-0.244683135,-0.98534251,309505,25.50012812,2.033808388,2.063,0.591124793,-22.74165437,385843.274,-0.088951516,-1.221891044,456675,37.62546973,5.184291709,4.86,1.571404121,-18.91897311,311675.835,0.529489464,-0.763491638,297131,24.48063381,15.24611107,14.806,3.992503951,-8.95959208,645469.5561,0.379875211,-0.777059449,27.582,6.273560556,5.803826341,1.235089422,3.573998256,34.85617583,75.60414554,0.52,0.857,1.194,1.619,2.05,2.428,2.815,3.165,3.604,4.089,4.678,5.307,6.235,7.026,8.725,11.288,13.368,16.747,18.437,34.16376851,61.47444881,74.09567925,79.11759156,86.43397344,89.71443543,96.01120869,98.77251481,99.78891012,53.72427984,19.59126145,79.5278365,21.62986963,43.63616956,1.530102427,0.343408164,18.08131241,77.85306705,20.24705064,42.21233524,1.651204827,0.736943977,15.70535094,77.55385685,17.76318277,39.86934733,1.874458967,1.530025512,11.40915594,78.61230329,13.21328326,34.81048654,2.408095124,3.834979197,1.486154373,96.23069411,1.724663498,13.31996081,7.981338941,61.88958009
DLB,21,5.587502212753799,0,5.587502212753799,21.807406491716165,2274536,1610715,58.54283288,-15.4535822,333467.0822,25127,1.559990439,0.317916544,0.345,0.129155177,-10.26470181,894544.9672,-0.588334799,-0.664327809,52603,3.265816734,0.743980705,0.736,0.141059494,-13.61302615,858605.4569,0.09842529,-1.160503286,45211,2.806890108,1.24866517,1.248,0.145519301,-11.40582164,684011.4315,0.026767365,-1.21690471,51994,3.228007438,1.758109686,1.761,0.145335104,-14.79361096,634171.8555,-0.063836998,-1.220711231,1435771,89.13873652,6.687134721,5.706,3.846727278,-15.76322243,282482.3769,1.85201082,5.191775313,77730,4.825807173,0.606251203,0.628,0.242013255,-12.53064681,870223.2631,-0.374192225,-0.674208286,252490,15.67564715,2.151103204,2.235,0.57425106,-15.61884998,627828.1788,-0.3570028,-1.077956507,959673,59.58055894,5.462363397,5.286,1.549311014,-16.29743817,303229.8635,0.395962598,-0.719830854,320813,19.91742797,12.35562133,11.086,3.752816555,-13.50758986,62204.85863,2.128418768,4.530464468,29.582,6.081884485,4.028281679,1.59636979,7.3148785,39.89787144,89.13873652,1.031,1.881,2.506,2.952,3.367,3.753,4.153,4.564,4.946,5.268,5.669,6.072,6.51,7.058,7.996,8.981,9.951,11.077,12.797,20.06792057,58.03328356,79.51747837,93.14790728,96.55151005,98.20289873,98.80338113,99.41348664,99.76817605,52.43256895,15.78007854,83.82720457,17.39585148,40.09627803,1.875479786,1.519378075,14.73533619,80.79399142,16.61240701,38.87615837,1.979116141,1.933677346,11.35401975,80.99435825,13.077433,34.76291622,2.417054685,3.877359331,7.464248343,82.73456575,8.837230555,28.81793744,3.204594809,8.342330964,1.431889083,95.42713312,1.691141247,13.08054473,8.127722597,64.308054
DLB,22,6.666477647257241,205.91856790961847,212.5850455568757,241.88888719460726,2384145,2116791,52.96998224,-10.92102758,639424.1864,119449,5.642928376,0.270300396,0.263,0.135938234,-20.59681577,827765.2551,0.005027722,-1.108770512,197624,9.33601853,0.735350696,0.729,0.14129531,-22.49227696,774197.4846,0.170368384,-1.161354897,72017,3.402178108,1.231333699,1.224,0.150217386,-11.37765194,949997.6374,0.124662489,-1.259386332,71870,3.3952336339999998,1.753368401,1.755,0.143320295,-9.127424927,896621.5948,-0.041180725,-1.181644993,1650702,77.98134062,8.056706939,7.211,4.29593129,-8.900768685,586744.9255,1.328177976,2.718469043,317073,14.97894691,0.5601551,0.591,0.264926852,-21.77821129,794377.7479,-0.270605797,-0.979822904,283870,13.41039337,1.985612731,1.985,0.577885409,-9.922962797,795978.6945,-0.028664278,-1.183115909,953547,45.04681851,6.10453128,6.288,1.58316298,-8.574804059,733706.5335,-0.223681918,-0.960729891,557172,26.32154048,12.79551096,11.801,3.689314033,-9.287219967,315556.1656,1.89222429,3.638147488,36.112,6.544466912,4.98368121,1.197828549,5.606873067,46.63672512,78.22052342,0.457,0.711,1.002,1.744,2.468,3.27,4.07,5.026,5.569,6.166,6.701,7.129,7.661,8.296,9.391,10.333,11.516,12.307,14.948,32.36973739,60.89178372,82.31498296,94.06970394,97.1132278,98.599534,99.29197193,99.71314163,99.94354484,48.22061602,18.16911251,79.90915444,20.13771139,42.36632447,1.647463754,0.718538286,12.96819788,82.75618375,14.58394346,36.87408959,2.195189504,2.834463988,7.460035524,86.0035524,8.60885968,28.84207871,3.217759749,8.399792953,5.414012739,86.30573248,6.338591649,24.85293246,3.914018092,13.389873679999999,2.790628055,94.30414384,3.176109492,18.11645189,5.716244964,30.73611017
DLB,23,3.677727329973437,172.63805493442516,176.3157822643986,196.01720303624182,2095505,2334784,47.29951026,1.259275208,433.7466419,146897,6.291674091,0.316907241,0.335,0.131174055,-7.610129124,4041.500286,-0.462218454,-0.841636634,190042,8.139596639,0.694583024,0.663,0.136779014,-10.62431615,1027.862333,0.540092616,-0.792023075,79644,3.411193498,1.215205891,1.201,0.138146941,-12.82783015,64.64429929,0.287103279,-1.016019358,42239,1.809118103,1.741456356,1.739,0.145408218,-2.032806397,1034.449494,0.062176246,-1.216355456,1875918,80.34653313,8.624576934,7.513,3.926928295,3.830285992,75.39283937,0.818059764,0.745471377,336939,14.43127073,0.529925803,0.536,0.230496894,-9.310205785,2341.733314,-0.07783345,-0.631090151,205286,8.792505003,1.848647053,1.763,0.617504878,-6.229820429,425.7567418,0.302462547,-1.262528475,1054507,45.16507737,6.256171042,6.319,1.418241875,2.164114421,97.55808644,-0.276762392,-0.565603535,738008,31.60926236,12.69994747,12.255,2.731651207,6.876077407,-0.00563187,1.647287257,3.651179459,27.079,7.078981617,4.711365289,0.476960418,2.976594573,46.60135584,80.34653313,0.447,0.649,1.063,2.096,3.48,4.761,5.372,5.784,6.248,6.664,7.198,7.533,8.312,9.468,10.593,11.47,12.353,13.308,14.554,22.12140201,35.67615052,63.87266414,76.28137449,91.33560539,97.0998043,98.75737716,99.42610287,99.88632562,45.50861232,45.07042254,53.94366197,49.66184155,54.67242341,0.197296399,-1.960876323,34.50580373,60.92156173,38.33794935,52.05653686,0.647863633,-1.576242963,28.3045977,64.94252874,31.62520833,49.29335929,0.957579503,-1.076601104,21.8893197,69.89777934,24.54279873,45.28283916,1.353408183,-0.160254709,3.016895177,93.93380022,3.4293171,18.81397427,5.477585857,28.0601946
DLB,24,5.0047489938179766,33.37016051649388,38.37490951031186,70.31407724218856,2132795,2945065,42.00184723,-5.618372958,318561.6315,154210,5.236217197,0.278164081,0.284,0.13983636,-20.42882552,269300.013,-0.149404165,-1.149903891,123305,4.186834586,0.683513248,0.656,0.132266293,-16.33026363,373062.829,0.643887644,-0.563037033,53172,1.805461,1.248351858,1.248,0.144531855,-0.464775345,650571.9484,0.011774046,-1.207090914,50862,1.727024701,1.747506193,1.746,0.143754537,-0.108282124,537728.7847,0.023587675,-1.192370551,2563396,87.0403879,11.60098701,11.489,4.647338835,-4.427758006,307682.9607,0.091210627,-0.290906141,277515,9.423051783,0.458268144,0.464,0.243324111,-18.60775937,315403.7336,0.114378867,-0.80516578,195987,6.654759742,1.96104236,1.938,0.576046344,-0.049752041,538936.2514,0.086618033,-1.186131454,614319,20.85926796,6.492479326,6.802,1.824990699,-3.597904632,389111.338,-0.343989089,-1.208712813,1857124,63.0588459,13.74188826,13.245,3.373509425,-4.932522391,272460.2432,0.754072636,0.094744694,26.836,10.19344531,5.669294897,-0.113696381,2.347893746,53.2135963,87.0403879,0.484,1.156,2.644,4.396,6.247,7.789,8.704,9.371,9.956,10.6,11.259,12.099,12.87,13.409,14.076,14.936,16.003,17.395,18.938,15.12008378,22.44874605,31.17366578,51.07214263,70.06785188,85.40318593,94.62750395,98.22536524,99.75581879,39.54367385,21.17688513,77.27272727,23.42933051,44.89354328,1.408098006,-0.014205037,17.26618705,79.13669065,19.26773381,41.48475873,1.72616948,0.987984232,14.09676297,79.98607727,15.92809955,38.15880345,2.052898746,2.231519709,11.36767318,83.69449378,12.79835879,34.84870593,2.424672122,3.895914499,4.225504391,91.07280522,4.829644106,22.11507442,4.535030894,18.61426902
DLB,25,6.407070025109002,71.47107062476616,77.87814064987516,108.56606843531331,2110320,4807088,30.5073808,1.078682997,143479.766,154881,3.221929784,0.293147888,0.304,0.128531297,-8.787779613,232009.1385,-0.285866753,-0.894343746,201517,4.192080528,0.729528953,0.718,0.145007465,-5.844524911,162107.1684,0.197936565,-1.181515873,168537,3.506010291,1.25034717,1.251,0.143996385,-2.75433308,110066.5275,-0.00345905,-1.193453906,162031,3.37066848,1.750211527,1.75,0.145161889,-4.75963288,119751.8875,0.004936245,-1.217107755,4116301,85.62982413,6.818170913,6.369,3.177373056,2.170230477,141672.0748,1.575832515,4.755518295,356398,7.414010311,0.539889461,0.548,0.256633252,-7.123584366,192484.6874,-0.067724113,-0.981944012,643951,13.39586461,1.978413118,1.974,0.574089628,-4.417730302,112893.1859,0.0421557,-1.180164207,3028520,63.00113499,5.999229738,6.049,1.514034305,1.848632329,167749.7248,-0.163517205,-0.91348938,774398,16.1095033,11.77324022,10.556,3.146647447,6.384428468,52153.57864,1.910883287,4.407062597,34.831,6.006806662,3.658869358,1.242530198,7.466189425,48.38925354,85.70852042,0.68,1.368,2.107,2.873,3.49,4.111,4.698,5.213,5.587,5.906,6.221,6.599,7.043,7.38,7.741,8.194,9.19,10.083,12.105,24.92782994,64.14111859,91.32159876,96.83993236,98.91276332,99.60928212,99.78094669,99.89057736,99.93432561,33.28564393,21.69143666,77.28237792,23.95891012,45.30240014,1.371431632,-0.116979728,20.15449438,75.38623596,22.54803371,43.98183836,1.481216907,0.20297031,19.49484169,73.53255069,21.93152615,43.38893278,1.532030929,0.358169032,16.3016158,75.83482944,18.44439138,40.4607391,1.81445889,1.307653611,6.631881955,89.594813920000007,7.435842204,27.34994086,3.479224752,10.12071898
DLB,26,6.30336165877458,32.14647060802579,38.44983226680037,63.51858226680037,2057551,2027518,50.36759477,-8.498027672,58891.00162,142842,7.045165567,0.321800094,0.347,0.12937917,-25.74368695,69071.12144,-0.580579894,-0.673789603,295098,14.55464267,0.726658917,0.71,0.139432624,-28.88643296,43797.59063,0.241780836,-1.0800639,98874,4.876602822,1.189236928,1.165,0.137601972,-23.62371802,122971.506,0.510825647,-0.836299534,41189,2.031498611,1.750447037,1.751,0.145217514,-4.325444474,367508.3643,-0.018539215,-1.21273179,1449441,71.488440550000007,9.183804172,7.658,4.950276812,-1.734318045,47822.39538,0.874047741,0.260615441,437940,21.59980824,0.594606937,0.612,0.233633725,-27.86136988,52041.00682,-0.338567563,-0.582650485,212087,10.46042501,1.735741144,1.586,0.606197162,-13.46581222,236549.1746,0.507250224,-1.072284591,762014,37.58358742,5.945491975,6.069,1.527244349,-6.332310319,58394.17228,-0.139514764,-0.986411893,615403,30.35252955,13.97846586,12.915,3.685279213,4.311823182,3161.41729,1.006340503,0.605919705,30.593,6.78761594,5.654248436,0.824107627,3.069918415,43.03532694,71.48932833,0.419,0.589,0.731,0.926,1.26,2.385,3.618,4.334,5.357,5.961,6.557,7.125,7.777,9.213,10.684,11.682,12.979,15.293,17.558,32.31248345,51.2402458,69.94206054,82.94852527,90.00814319,96.02206898,98.52534771,99.60058418,99.95457373,49.71283141,30.06744764,68.93858715,33.16406461,50.39883711,0.867906574,-1.245887364,18.45110635,77.08779443,20.68423269,42.5323536,1.618844857,0.631522201,10.72688779,83.06280875,12.25835215,33.94176863,2.522024435,4.390822026,8.395061728,83.63315697,9.754455026,30.41547862,2.977644553,6.915113844,0.728218587,95.86381149,0.92370177,9.380542349,11.4523513,130.1319372
DLB,27,4.799136288875342,5.754009797879749,10.553146086755092,38.833653250703684,2334963,2574969,47.5559132,-6.316777101,178056.0571,30601,1.188402656,0.304586484,0.321,0.130535671,1.297269605,285462.3397,-0.405450592,-0.878018538,50995,1.980412191,0.751149132,0.749,0.140525683,0.226503948,248105.1191,0.010639932,-1.129430399,45667,1.773497079,1.24954293,1.25,0.144885721,2.176138115,196069.1024,0.001777998,-1.201266489,44569,1.730855789,1.749966389,1.75,0.145111919,1.055151498,161284.7183,0.003944595,-1.20735035,2402549,93.30399706,9.348443141,9.318,3.822642589,-6.85242379,175213.5284,0.739293472,2.101496123,81596,3.168814848,0.583674457,0.608,0.255875827,0.628073877,262115.2214,-0.279729185,-0.922140017,193098,7.499041736,2.035380211,2.068,0.58088759,1.249601414,152431.6589,-0.091616557,-1.207316955,1008594,39.16917058,6.58453289,6.867,1.669697266,-6.246103913,264844.9985,-0.409578885,-0.956278362,1291093,50.14013761,12.05257997,11.304,2.828353119,-7.945509565,108858.1139,2.380247071,7.774960251,32.489,8.800316147,4.246863089,0.419161517,4.374351006,52.40699985,93.3265216,1.516,2.838,4.169,5.217,6.011,6.834,7.472,8.034,8.552,9.016,9.541,10.053,10.499,10.835,11.317,12.055,12.496,13.194,15.287,11.57668469,27.85002485,56.80014447,88.99547954,96.75960015,98.57990027,99.18495821,99.76869544,99.95910616,43.35386752,28.04834696,71.13402062,30.93287949,49.38271437,0.975775838,-1.046931678,25.04434197,71.79851011,27.83913799,47.52773685,1.147554662,-0.678141484,23.24514991,71.49911817,26.00461728,46.27259896,1.260278238,-0.403543703,20.43354655,72.56574271,23.00352168,44.14285768,1.45802803,0.137395622,2.748797546,92.92236912,3.191061505,17.98520692,5.752352027,31.19198007
DLB,3,1.74184532432605,74.3791351671537,76.12098049147976,104.2547126119897,2172067,3210013,40.35738971,6.843099484,8522.636723,169374,5.276427229,0.348248397,0.378,0.118409374,3.246076398,5174.168701,-1.008811877,0.326245925,233326,7.268693304,0.773242232,0.791,0.144013608,1.804289007,4934.582449,-0.271406153,-1.06760605,208168,6.484958161,1.196014993,1.147,0.148835491,1.371696558,20913.85142,0.517954129,-1.056534932,171764,5.350881757,1.759161815,1.767,0.14462752,-4.112492961,23745.48994,-0.079189402,-1.185454017,2427328,75.61738847,6.202107361,5.325,3.481586949,8.823064424,6961.491682,1.313837621,1.698377077,402700,12.54512053,0.594491535,0.576,0.248857542,2.410698984,5035.351463,-0.133481815,-0.991902505,761954,23.7367886,1.966947939,2.003,0.596218413,-1.137657927,16223.80159,-0.058716054,-1.211212425,1611341,50.19733565,5.44708421,5.225,1.592587726,11.62250536,7997.068011,0.388058227,-0.928438824,433965,13.51910413,12.28174532,11.384,2.653261115,7.223301444,189.5188703,1.086569073,1.040268252,24.374,4.936143036,3.768357636,1.172934915,4.404567544,41.36721565,75.61738847,0.486,0.85,1.11,1.596,2.048,2.443,2.881,3.371,3.774,4.182,4.607,5.078,5.618,6.151,6.761,7.643,8.486,10.211,13.129,29.93427642,57.91251539,77.81725561,88.75770687,93.99490772,98.04838629,99.05793189,99.77108742,99.96909618,44.22445663,28.5354444,70.42101475,31.48342209,49.63246726,0.948979811,-1.098340195,21.8175389,74.71711457,24.30048091,45.3090085,1.359571933,-0.145202177,15.94661047,77.66069547,17.96128556,40.13650741,1.851477661,1.44132613,11.58557928,78.8939447,13.2760238,35.07201638,2.385806684,3.71879772,1.864240478,95.6288232,2.152329057,14.88589009,7.087072338,48.36312014
DLB,4,6.91103246884661,78.97225819198293,85.88329066082954,109.16605097660134,2186266,2383536,47.84159139,-3.165181683,1901.030152,116950,4.906575776,0.28011487,0.289,0.143211297,-29.99698311,154.0328572,-0.150093284,-1.218892851,118914,4.988974364,0.685398229,0.663,0.124502033,-26.19838882,7024.18026,0.655790002,-0.373588988,41404,1.737083056,1.255064728,1.262,0.145372429,-8.735349307,27808.22674,-0.066919982,-1.20610642,47988,2.013311316,1.757172918,1.757,0.143664144,-9.237691376,22064.98323,-0.030012735,-1.194674541,2058194,86.3504474,8.101052454,7.382,3.965984121,-0.055398761,713.0814871,0.958128518,0.771278737,235864,9.895550141,0.484443913,0.504,0.242992106,-28.08187084,3617.709842,-0.086526352,-0.846283907,211129,8.857806217,2.095165856,2.155,0.565832294,-9.188846467,14193.58931,-0.226167811,-1.110472807,1259012,52.82118667,6.16284971,6.184,1.596512236,0.015392227,541.0375425,-0.102287422,-0.998416272,677445,28.42184888,12.70711786,11.993,3.038045248,1.478577351,0.051956074,1.061152659,0.762794694,26.94,7.100412307,4.467086529,0.64964364,3.321891661,45.15782434,86.3504474,0.508,1.027,2.298,3.217,4.037,4.694,5.247,5.778,6.174,6.56,7.118,7.752,8.145,8.807,9.551,10.58,11.774,13.115,15.772,17.12757437,36.3258874,64.38715492,81.34384247,91.03454699,95.47244351,98.58020876,99.76441703,99.95611402,47.35171658,24.20830401,74.27867699,26.75576003,47.06695829,1.201879899,-0.553284712,16.24203822,79.37013447,18.23056617,40.45767944,1.822118608,1.332575863,11.84767278,81.80535966,13.46553244,35.44447279,2.347898434,3.536083072,9.309734513,84.88495575,10.56858407,31.90121612,2.787537872,5.79661091,1.881321929,93.67982454,2.241356535,14.95545812,7.035147424,47.70835325
DLB,5,7.685986669180074,166.81788209060937,174.50386875978944,201.33835899611665,2153334,3546739,37.77730566,-0.079084796,23992.63604,224285,6.323696218,0.261600843,0.282,0.148929489,-5.121152154,32015.53759,-0.147790714,-1.268333051,229167,6.461343787,0.736055108,0.731,0.143955486,-8.881254086,22967.45256,0.115458316,-1.184495202,138658,3.909450343,1.24902905,1.25,0.148893019,-4.474325629,142532.8692,-0.001075303,-1.269165668,142262,4.011064812,1.746505181,1.746,0.144531895,-0.970565018,187824.7485,0.027042407,-1.206937712,2806800,79.13748376,10.61490994,10.683,4.754578877,1.32133998,9323.066625,0.229662159,0.111065637,453452,12.78504,0.501382034,0.505,0.278772328,-7.021444312,27442.78788,-0.04030363,-1.075439676,485379,13.68521901,1.90252649,1.862,0.55180987,0.493216912,115935.7867,0.202014592,-1.040406504,764076,21.54305688,6.266470937,6.58,1.805947171,2.659469319,13296.16345,-0.26808508,-1.257663727,1838265,51.82972302,13.32999974,12.485,3.242449993,0.369276291,3383.383108,1.326739389,2.414683986,40.794,8.630545596,5.860525702,0.272525214,2.6470706,53.46026308,79.28220825,0.408,0.764,1.284,1.907,2.687,4.013,5.787,7.341,8.304,9.474,10.172,10.649,11.425,12.162,12.666,13.576,14.555,15.924,17.783,30.16475745,44.25184643,70.70527513,91.3785169,98.15503691,99.42596574,99.75977807,99.92592288,99.99500889,36.87505228,20.33121917,77.58985201,22.538358,44.20842316,1.470774688,0.167373645,15.24455552,79.36451267,17.18272046,39.41532669,1.923934137,1.7167951,12.6367808,80.55065302,14.30393929,36.44299721,2.238148049,3.027883334,11.417462,79.922234,12.99610463,34.87314119,2.414442534,3.851255783,6.485890031,89.49288632,7.285547777,27.06723174,3.526620187,10.45469689
